"Código (SKU)";"Descrição";"Estoque físico"
"RTVE00FX";"RETROV EXT FIXO UNO MILLE ECONOMIC 2pts. 2011> LD";"0,00"
"RTVE01FX";"RETROV EXT FIXO UNO MILLE ECONOMIC 2pts. 2011> LE";"0,00"
"RTVE02CR";"RETROV EXT C/REM UNO MILLE ECONOMIC 2pts. 2011> LD";"2,00"
"RTVE03CR";"RETROV EXT C/REM UNO MILLE ECONOMIC 2pts. 2011> LE";"0,00"
"RTVE04FX";"RETROV EXT FIXO UNO MILLE ECONOMIC 4pts. 2011> LD";"0,00"
"RTVE05FX";"RETROV EXT FIXO UNO MILLE ECONOMIC 4pts. 2011> LE";"0,00"
"RTVE06CR";"RETROV EXT C/REM UNO MILLE ECONOMIC 4pts. 2011> LD";"0,00"
"RTVE07CR";"RETROV EXT C/REM UNO MILLE ECONOMIC 4pts. 2011> LE";"0,00"
"RTVE08CR";"RETROV EXT C/REM PALIO WEEKEND ADVENTURE LOCKER 4pts. 2011> LD";"0,00"
"RTVE09CR";"RETROV EXT C/REM PALIO WEEKEND ADVENTURE LOCKER 4pts. 2011> LE";"0,00"
"RTVE10CE";"RETROV EXT C/ELETR PALIO WEEKEND ADVENTURE LOCKER 4pts. 2011> LD";"0,00"
"RTVE11CE";"RETROV EXT C/ELETR PALIO WEEKEND ADVENTURE LOCKER 4pts. 2011> LE";"0,00"
"RTVE12CR";"RETROV EXT C/REM STRADA ADVENTURE LOCKER 4pts. 2011> LD";"0,00"
"RTVE13CR";"RETROV EXT C/REM STRADA ADVENTURE LOCKER 4pts. 2011> LE";"0,00"
"RTVE14CE";"RETROV EXT C/ELETR STRADA ADVENTURE LOCKER 4pts. 2011> LD";"0,00"
"RTVE15CE";"RETROV EXT C/ELETR STRADA ADVENTURE LOCKER 4pts. 2011> LE";"0,00"
"RTVE16FX";"RETROV EXT FIXO PALIO FIRE 2pts./ STRADA 2011> LD";"0,00"
"RTVE17FX";"RETROV EXT FIXO PALIO FIRE 2pts./ STRADA 2011> LE";"0,00"
"RTVE18CR";"RETROV EXT C/REM PALIO FIRE 2pts./STRADA 2011> LD";"0,00"
"RTVE19CR";"RETROV EXT C/REM PALIO FIRE 2pts./STRADA 2011> LE";"0,00"
"RTVE20CE";"RETROV EXT C/ELETR PALIO FIRE 2pts./STRADA 2011> LD";"6,00"
"RTVE21CE";"RETROV EXT C/ELETR PALIO FIRE 2pts./STRADA 2011> LE";"0,00"
"RTVE22FX";"RETROV EXT FIXO PALIO SIENA FIRE 4pts. 2011> LD";"0,00"
"RTVE23FX";"RETROV EXT FIXO PALIO SIENA FIRE 4pts. 2011> LE";"0,00"
"RTVE24CR";"RETROV EXT C/REM PALIO SIENA FIRE 4pts. 2011> LD";"0,00"
"RTVE25CR";"RETROV EXT C/REM PALIO SIENA FIRE 4pts. 2011> LE";"0,00"
"RTVE28FX";"RETROV EXT FIXO PALIO SIENA ATTRATIVE 2pts. 2011> LD";"0,00"
"RTVE29FX";"RETROV EXT FIXO PALIO SIENA ATTRATIVE 2pts. 2011> LE";"0,00"
"RTVE30CR";"RETROV EXT C/REM PALIO SIENA ATTRATIVE 2pts. 2011> LD";"0,00"
"RTVE31CR";"RETROV EXT C/REM PALIO SIENA ATTRATIVE 2pts. 2011> LE";"0,00"
"RTVE32CE";"RETROV EXT C/ELETR PALIO SIENA ATTRATIVE 2pts. 2011> LD";"0,00"
"RTVE33CE";"RETROV EXT C/ELETR PALIO SIENA ATTRATIVE 2pts. 2011> LE";"0,00"
"RTVE34FX";"RETROV EXT FIXO PALIO SIENA ATTRATIVE 4pts. 2011> LD";"0,00"
"RTVE35FX";"RETROV EXT FIXO PALIO SIENA ATTRATIVE 4pts. 2011> LE";"0,00"
"RTVE36CR";"RETROV EXT C/REM PALIO SIENA ATTRATIVE 4pts. 2011> LD";"0,00"
"RTVE37CR";"RETROV EXT C/REM PALIO SIENA ATTRATIVE 4pts. 2011> LE";"0,00"
"RTVE38CE";"RETROV EXT C/ELETR PALIO SIENA ATTRATIVE 4pts. 2011> LD";"0,00"
"RTVE39CE";"RETROV EXT C/ELETR PALIO SIENA ATTRATIVE 4pts. 2011> LE";"0,00"
"RTVE47CE";"RETROV EXT C/ELETR PALIO GRAND SIENA 4pts. 2012> LE";"0,00"
"RTVE96FX";"RETROV EXT FIXO NOVO UNO VIVACE 4pts. LD";"0,00"
"RTVE97FX";"RETROV EXT FIXO NOVO UNO VIVACE 4pts. LE";"0,00"
"RTVE98CR";"RETROV EXT C/REM NOVO UNO VIVACE 4pts. LD";"0,00"
"RTVE99CR";"RETROV EXT C/REM NOVO UNO VIVACE 4pts. LE";"0,00"
"RTVM00";"SUBCONJUNTO UNO ECONOMY 11 LD";"0,00"
"RTVM01";"SUBCONJUNTO UNO ECONOMY 11 LE";"0,00"
"RTVM08";"SUBCONJUNTO PALIO / IDEA ADVENTURE 11>14 LD";"7.031,00"
"RTVM09";"SUBCONJUNTO PALIO / IDEA ADVENTURE 11>14 LE";"8.295,00"
"RTVM16";"SUBCONJUNTO PALIO 11>12 LD";"10.399,00"
"RTVM17";"SUBCONJUNTO PALIO 11>12 LE";"0,00"
"RTVM96";"SUBCONJUNTO UNO VIVACE LD";"0,00"
"RTVM97";"SUBCONJUNTO UNO VIVACE LE";"0,00"
"RTWE00FX";"RETROV EXT FIXO NOVO UNO VIVACE 2pts. LD";"0,00"
"RTWE01FX";"RETROV EXT FIXO NOVO UNO VIVACE 2pts. LE";"0,00"
"RTWE02CR";"RETROV EXT C/REM NOVO UNO VIVACE 2pts. LD";"0,00"
"RTWE03CR";"RETROV EXT C/REM NOVO UNO VIVACE 2pts. LE";"0,00"
"RTWE78CE";"RETROV EXT C/ELETR PALIO GRAND SIENA 4pts. 2012> LD C/ TILT DOWN";"0,00"
"RTWE79CR";"RETROV EXT  DOBLO 01/09 LE CR";"0,00"
"RTWE80CR";"RETROV EXT  DOBLO 01/09 LD CR";"0,00"
"RTWE81CE";"RETROV EXT  DOBLO 01/09 LE CE";"0,00"
"RTWE82CE";"RETROV EXT  DOBLO 01/09 LD CE";"1,00"
"RTWE92CE";"RETROV EXT C/ELETR IDEA 2014> LD";"0,00"
"RTWE93CE";"RETROV EXT C/ELETR IDEA 2014> LE";"0,00"
"RTWE93CECOLOR";"RETROV EXT IDEA 14> LE CE COLOR";"0,00"
"RTWE94CR";"RETROV EXT C/REM IDEA 2014> LD";"0,00"
"RTWE95CR";"RETROV EXT C/REM IDEA 2014> LE";"0,00"
"RTWE95CRCOLOR";"RETROV EXT IDEA 14> LE CR COLOR";"0,00"
"RTWE96CE";"RETROV EXT C/REM IDEA 2014> LD";"0,00"
"RTWE97CE";"RETROV EXT C/ELETR IDEA 2014> LE C/SENSOR";"0,00"
"RTWE97CECOLOR";"RETROV EXT IDEA 14> LE CE C/SENSOR TEMP";"0,00"
"RTWE99CR";"RETROV EXT C/REM IDEA 2014> LE C/SENSOR";"5,00"
"RTWE99CRCOLOR";"RETROV EXT IDEA 14> LE CR C/SENSOR TEMP COLOR";"0,00"
"RTWM79";"LENTE RETROV DOBLO 01/09 LE";"0,00"
"RTWM80";"LENTE RETROV DOBLO 01/09 LD";"0,00"
"RTXC17COLOR";"CAPA RETROV UNO VIVACE 09> C/FURO LE COLOR";"7,00"
"RTXC17LI";"CAPA RETROV UNO VIVACE 09> C/FURO LE LISO";"414,00"
"RTXC18COLOR";"CAPA RETROV UNO VIVACE 09> C/FURO LD COLOR";"7,00"
"RTXC18LI";"CAPA RETROV UNO VIVACE 09> C/FURO LD LISO";"1.115,00"
"RTXC26";"CAPA RETROV TEXTURIZADA - TORO/ JEEP COMPASS/ JEEP COMMADER  LD";"2,00"
"RTXC26COLOR";"CAPA RETROV TORO 16> LD COLOR";"622,00"
"RTXC26LI";"COBERTURA LISA LD";"983,00"
"RTXC27";"CAPA RETROV TEXTURIZADA - TORO/ JEEP COMPASS/ JEEP COMMADER  LE";"0,00"
"RTXC27COLOR";"CAPA RETROV TORO 16> LE COLOR";"142,00"
"RTXC27LI";"CAPA RETROV TORO 16> LE LISA";"690,00"
"RTXC43LI";"CAPA RETROV DOBLO 10> LE LISA";"147,00"
"RTXC44LI";"CAPA RETROV DOBLO 10> LD LISA";"136,00"
"RTXE13CR";"RETROV EXT C/REM FIORINO 2014> LE";"0,00"
"RTXE14CR";"RETROV EXT C/REM FIORINO 2014> LD";"0,00"
"RTXE15FX";"RETROV EXT FIXO FIORINO 2014> LE";"0,00"
"RTXE16FX";"RETROV EXT FIXO FIORINO 2014> LD";"0,00"
"RTXE17CR";"RETROV EXT C/REM UNO VIVACE C/PISCA LE";"0,00"
"RTXE18CR";"RETROV EXT C/REM UNO VIVACE C/PISCA LD";"0,00"
"RTXE19CR";"RETROV EXT C/REM UNO VIVACE C/PISCA LE + SENSOR DE TEMPERATURA";"0,00"
"RTXE26CR";"RETROV EXT C/REM PICK-UP/ TORO 2016> C/PISCA SEM LUZ DE SOLO LD";"0,00"
"RTXE27CR";"RETROV EXT C/REM PICK-UP/ TORO 2016> C/PISCA SEM LUZ DE SOLO LE";"0,00"
"RTXE28CE";"RETROV EXT C/ELETR PICK UP/ TORO 2016> C/PISCA + FOLD WAY + LUZ DE SOLO LD";"0,00"
"RTXE29CE";"RETROV EXT C/ELETR PICK UP/ TORO 2016> C/PISCA + FOLD WAY + LUZ DE SOLO LE";"0,00"
"RTXE30CE";"RETROV EXT C/ELETR PICK UP/ TORO 2016> C/PISCA + FOLD WAY + FRIZO CROMADO + LUZ DE SOLO - LD";"0,00"
"RTXE31CE";"RETROV EXT C/ELETR PICK UP/ TORO 2016> C/PISCA + FOLD WAY + FRIZO CROMADO + LUZ DE SOLO - LE";"0,00"
"RTXE38CE";"RETROV EXT C/ELETR UNO VIVACE C/PISCA LD";"3,00"
"RTXE39CE";"RETROV EXT C/ELETR UNO VIVACE C/PISCA LE";"0,00"
"RTXE43CR";"RETROV EXT  DOBLO 10> LE CR";"0,00"
"RTXE44CR";"RETROV EXT  DOBLO 10> LD CR";"0,00"
"RTXE45CE";"RETROV EXT  DOBLO 10> LE CE";"0,00"
"RTXE46CE";"RETROV EXT  DOBLO 10> LD CE";"0,00"
"RTXE47CR";"RETROV EXT C/REM STRADA ADVENTURE 2014> LE";"0,00"
"RTXE48CR";"RETROV EXT C/REM STRADA ADVENTURE 2014> LD";"0,00"
"RTXE49CE";"RETROV EXT C/ELETR STRADA ADVENTURE 2014> LE";"0,00"
"RTXE50CE";"RETROV EXT C/ELETR STRADA ADVENTURE 2014> LD";"0,00"
"RTXM13";"SUBCONJUNTO FIORINO 14> LE";"0,00"
"RTXM14";"SUBCONJUNTO FIORINO 14> LD";"296,00"
"RTXM26";"SUBCONJUNTO PICK UP - TORO LD";"12.554,00"
"RTXM27";"SUBCONJUNTO PICK UP - TORO LE";"13.014,00"
"RTYC15";"CAPA RETROV ARGO 17> LE TEXTURA";"37,00"
"RTYC15COLOR";"CAPA RETROV ARGO 17> LE COLOR";"674,00"
"RTYC15CR";"CAPA RETROV ARGO 17> LE S/FURO CROMADA";"30,00"
"RTYC15LI";"CAPA RETROV LISA P/PINTURA - ARGO/ CRONOS 2017>/ NOVA STRADA LE - S/FURO DE PISCA";"667,00"
"RTYC16";"CAPA RETROV ARGO 17> LD TEXTURA";"30,00"
"RTYC16COLOR";"CAPA RETROV ARGO 17> LD COLOR";"1.073,00"
"RTYC16CR";"CAPA RETROV ARGO 17> LD S/FURO CROMADA";"25,00"
"RTYC16LI";"CAPA RETROV LISA P/PINTURA - ARGO/ CRONOS 2017>/ NOVA STRADA LD - S/FURO DE PISCA";"1.009,00"
"RTYC19COLOR";"CAPA RETROV ARGO 17> LE C/FURO COLOR";"871,00"
"RTYC19CR";"CAPA RETROV ARGO 17> LE C/FURO CROMADA";"143,00"
"RTYC19LI";"CAPA RETROV LISA P/PINTURA - ARGO/CRONOS 2017>/ NOVA STRADA LE - C/FURO P/PISCA";"93,00"
"RTYC20COLOR";"CAPA RETROV ARGO 17> LD C/FURO COLOR";"790,00"
"RTYC20CR";"CAPA RETROV ARGO 17> LD C/FURO CROMADA";"133,00"
"RTYC20LI";"CAPA RETROV LISA P/PINTURA - ARGO/CRONOS 2017>/ NOVA STRADA LD - C/FURO P/PISCA";"0,00"
"RTYC71";"CAPA RETROV MOBY LE LISA";"0,00"
"RTYC71COLOR";"PISCA RETROV MOBI 14> LE C/PISCA COLOR";"190,00"
"RTYC71LI";"CAPA RETROV LISA P/PINTURA - MOBI LE";"0,00"
"RTYC72";"CAPA RETROV MOBY LD LISA";"0,00"
"RTYC72COLOR";"PISCA RETROV MOBI 14> LD C/PISCA COLOR";"0,00"
"RTYC72LI";"CAPA RETROV LISA P/PINTURA - MOBI LD";"0,00"
"RTYE15CR";"RETROV EXT C/REM ARGO 2017> LE";"0,00"
"RTYE16CR";"RETROV EXT C/REM ARGO 2017> LD";"0,00"
"RTYE17CE";"RETROV EXT C/ELETR ARGO 2017> C/PISCA LE";"0,00"
"RTYE18CE";"RETROV EXT C/ELETR ARGO 2017> C/PISCA LD";"0,00"
"RTYE19CE";"RETROV EXT ARGO 17>  LE CE C/ PISCA C/FOLDWAY C/TILTDOWN";"47,00"
"RTYE20CE";"RETROV EXT ARGO 17>  LD CE C/ PISCA C/FOLDWAY C/TILTDOWN";"0,00"
"RTYE69CR";"RETROV EXT C/REM MOBI LE";"0,00"
"RTYE70CR";"RETROV EXT C/REM MOBI LD";"0,00"
"RTYE71CR";"RETROV EXT  FIAT MOBY 16> LE CR C/PISCA";"0,00"
"RTYE72CR";"RETROV EXT  FIAT MOBY 16> LD CR C/PISCA";"6,00"
"RTYE73CE";"RETROV EXT C/ELETR MOBI C/PISCA LE";"70,00"
"RTYE74CE";"RETROV EXT C/ELETR MOBI C/PISCA LD";"2,00"
"RTYM15";"SUBCONJUNTO ARGO/ CRONOS 2017> NOVA STRADA 2020> LE";"0,00"
"RTYM16";"SUBCONJUNTO ARGO/ CRONOS 2017> NOVA STRADA 2020> LD";"0,00"
"RTYM71";"SUBCONJUNTO MOBI LE";"76,00"
"RTYM72";"SUBCONJUNTO MOBI LD";"0,00"
"RTYM91";"LENTE RETROV CRETA 17> LE";"417,00"
"RTYM92";"LENTE RETROV CRETA 17> LD";"11,00"
"RTZE11CR";"RETROV EXT FIAT LE CR";"2,00"
"RTZE12CR";"RETROV EXT  FIAT LD CR";"0,00"
"RTZE42CR";"RETROV EXT C/REM PICK UP/ TORO 2021> C/PISCA LD (COMANDO DO CONTROLE NOVO)";"0,00"
"RTZE43CR";"RETROV EXT C/REM NOVA STRADA 2020> LD";"0,00"
"RU3581L";"PISCA RETROV EXT. IDEA/PALIO ADVENTURE LD/LE";"0,00"
"RW0I15PL";"RETROV INT SEDAN 67/76 PLANO";"0,00"
"RW0I25PL";"RETROV INT PLANO SEDAN/ BRASILIA 74>82";"0,00"
"RW1017900";"RETROV INT FOX 03> (PRISMATICO) PRETO";"0,00"
"RW1E15FX";"RETROV EXT KOMBI CLIPPER LE FIXO";"0,00"
"RW1E16FX";"RETROV EXT KOMBI CLIPPER LD FIXO";"0,00"
"RW1I12PR";"RETROV INT PRISMAT GOL 85>/ PARATI 96>";"0,00"
"RW1I45PR";"RETROV INT PRISMAT GOL/ PARATI 97>";"0,00"
"RW1I57PR";"RETROV INT GOLF 99> /AUDI A3 98>00 PRISMATICO CINZA";"0,00"
"RW1I74PL";"RETROV INT PLANO GOL/ PARATI/ SAVEIRO 00>";"0,00"
"RW1I79PR";"RETROV INT PRISMAT FOX 03>";"78,00"
"RW1I99PR";"RETROV INT PRISMAT GOL G V e G VI - SAVEIRO - VOYAGE - UP";"0,00"
"RW2C16LI";"CAPA RETROV GOL 95/98 LD LISA";"28,00"
"RW2C17LI";"CAPA RETROV GOL 95/98 LE LISA";"527,00"
"RW2C18";"CAPA RETROV LISA P/PINTURA - GOL BOLA LD";"6,00"
"RW2C19";"CAPA RETROV LISA P/PINTURA - GOL BOLA LE";"0,00"
"RW2D37FX";"RETROV EXT KOMBI CLIPPER 78 LD/LE.";"93,00"
"RW3E79C";"RETROV EXT  CAMINHAO VOLVO";"0,00"
"RW6E24FX";"RETROV EXT FIXO GOL/ VOYAGE/ PARATI LD 87>94";"0,00"
"RW6E25FX";"RETROV EXT FIXO GOL/ VOYAGE/ PARATI LE 87>94";"4,00"
"RW8B39";"LENTE RETROV CAMINHAO VOLKSWAGEN";"0,00"
"RW8E83CR";"RETROV EXT C/REM GOL/ VOYAGE/ PARATI LE 87>94";"0,00"
"RW8E84CR";"RETROV EXT C/REM GOL/ VOYAGE/ PARATI LD 87>94";"0,00"
"RW9E29FX";"RETROV EXT SANTANA 85/91 LE FIXO";"7,00"
"RW9E31CR";"RETROV EXT C/REM SANTANA/QUANTUM LE 85/90";"0,00"
"RW9E32CR";"RETROV EXT C/REM SANTANA/QUANTUM LD 85/90";"92,00"
"RWAE24CR";"RETROV EXT LOGUS/POINT.ER 93/96 LD CR";"54,00"
"RWBM91";"SUBCONJUNTO GOL BOLINHA LE";"0,00"
"RWBM92";"SUBCONJUNTO GOL BOLINHA LD";"0,00"
"RWCM37";"LENTE RETROV GOL 1000 92/94 LE";"0,00"
"RWFE88CR";"RETROV EXT C/REM GOL/ PARATI 2pts.LD 95>98";"0,00"
"RWFE89CR";"RETROV EXT C/REM GOL/ PARATI 2pts.LE 95>98";"0,00"
"RWFE90FX";"RETROV EXT FIXO GOL/ PARATI 2pts. LD 95>98";"0,00"
"RWFE91FX";"RETROV EXT FIXO GOL/ PARATI 2pts. LD 95>98";"0,00"
"RWGE24CR";"RETROV EXT C/REM GOL/ PARATI/ SAVEIRO 4pts. LD 95>98";"2,00"
"RWGE25CR";"RETROV EXT C/REM GOL/ PARATI/ SAVEIRO 4pts. LE 95>98";"0,00"
"RWGE26FX";"RETROV EXT FIXO GOL/ PARATI/ SAVEIRO 4pts. LD 95>98";"0,00"
"RWGE27FX";"RETROV EXT FIXO GOL/ PARATI/ SAVEIRO 4pts. LE 95>98";"0,00"
"RWGE29CE";"RETROV EXT  GOL 95/99 LE CE 4PTS";"0,00"
"RWGE54FX";"RETROV EXT FIXO KOMBI CLIPER LD 97>";"0,00"
"RWGE55FX";"RETROV EXT FIXO KOMBI CLIPER LE 97>";"0,00"
"RWHC13LI";"CAPA RETROV GOL 99/08 GIII/GIV LE LEITOSA";"0,00"
"RWHC14CR";"CAPA RETROV GOL 99/08 LD CROMADA";"20,00"
"RWHC14LI";"CAPA RETROV GOL 99/08 GIII/GIV LD";"185,00"
"RWHE68CR";"RETROV EXT  GOL 95/98 LD CR INDY";"0,00"
"RWHE70FX";"RETROV EXT  GOL 95/98 LD FIXO INDY";"0,00"
"RWHE72CEP";"RETROV EXT POLO 97/99 LD CE";"0,00"
"RWHE73CEP";"RETROV EXT POLO 97/99 LE CE";"0,00"
"RWHE82CE";"RETROV EXT C/ELETR SANTANA/QUANTUM LD 98>";"0,00"
"RWHE83CE";"RETROV EXT C/ELETR SANTANA/QUANTUM LE 98>";"0,00"
"RWHM13";"SUBCONJUNTO GOL G3/G4/SANTANA 99> LE";"0,00"
"RWHM14";"SUBCONJUNTO GOL G3/G4/SANTANA 99> LD";"0,00"
"RWHZ14";"LENTE RETROV GOL 99/08 LD AZUL";"2.920,00"
"RWIC230";"RETROV INT COM CAMERA DIVERSOS";"1,00"
"RWIC230C";"RETROV INT COM CAMERA DIVERSOS";"0,00"
"RWIC250";"RETROV INT COM CAMERA DIVERSOS";"0,00"
"RWIC250C";"RETROV INT COM CAMERA DIVERSOS";"0,00"
"RWJC44";"CAPA RETROV TEXTURIZADA - GOL G3/G4 LD";"0,00"
"RWJC44LH";"CAPA RETROV GOL 99/08 GIII/GIV LD C/PISCA";"0,00"
"RWJC45";"CAPA RETROV TEXTURIZADA - GOL G3/G4 LE";"0,00"
"RWJC45LH";"CAPA RETROV GOL 99/08 GIII/GIV LE LIGHT";"0,00"
"RWJE48CR";"RETROV EXT C/REM GOL/ SAVEIRO G III/ G IV 4pts. LD 99>10";"0,00"
"RWJE49CR";"RETROV EXT C/REM GOL/ SAVEIRO G III/ G IV 4pts. LE 99>10";"0,00"
"RWJE54FX";"RETROV EXT FIXO GOL/ PARATI G III/ G IV 2pts. LD 99>";"0,00"
"RWJE55FX";"RETROV EXT FIXO GOL/ PARATI G III/ G IV 2pts. LE 99>";"0,00"
"RWJE56CR";"RETROV EXT C/REM GOL/ PARATI G III/ G IV 2pts. LD 99>";"0,00"
"RWJE57CR";"RETROV EXT C/REM GOL/ PARATI G III/ G IV 2pts. LE 99>";"0,00"
"RWJE60CE";"RETROV EXT  GOL 99/08 LE CE";"1,00"
"RWKB57";"SUBCONJUNTO COM TIRANTE LE CAMINHAO VW";"0,00"
"RWKB61";"SUB CONJ AQUEC TIRANTE RETROV 450MM VW 13150/13180/15170/15180/17120/17220/17300/24220/24250/263";"0,00"
"RWKC00LI";"CAPA RETROV GOLF 00> LD CORPO LISO";"0,00"
"RWKC01COLOR";"CAPA RETROV GOLF 00> LE COLOR";"0,00"
"RWKE00CR";"RETROV EXT  GOLF/BORA 98/07 LD CR (PEQUENO)";"0,00"
"RWKE01CR";"RETROV EXT  GOLF 98/07/ BORA LE CR";"0,00"
"RWKE02CE";"RETROV EXT C/ELETR GOLF/BORA LD 98>07";"0,00"
"RWKE03CE";"RETROV EXT C/ELETR GOLF/BORA LE 98>07";"0,00"
"RWKE75CR";"RETROV EXT POLO CLASSIC 00/01 LE CR";"5,00"
"RWKE76CR";"RETROV EXT POLO CLASSIC 00/01 LD CR";"9,00"
"RWKE88CR";"RETROV EXT  GOLF 99/06 LD CR (GRANDE)";"4,00"
"RWKM00";"LENTE RETROV GOLF 98/04 LD";"0,00"
"RWKM01";"LENTE RETROV GOLF 98/04 LE";"0,00"
"RWKM02HE";"SUBCONJUNTO GOLF 99> LD C/AQUEC. LENTE AZUL MOD.PEQ.";"0,00"
"RWLC20";"CAPA RETROV GOL ESPECIAL LD (PEQ)";"0,00"
"RWLE20FX";"RETROV EXT  GOL 99/08 GIII/GIV SPECIAL 2P LD FIXO (CURTO)";"0,00"
"RWLE62CR";"RETROV EXT  GOL 99/08 GIII/GIV SPECIAL 2P LD CR (CURTO)";"8,00"
"RWLE64FX";"RETROV EXT  GOL SPECIAL 99/08 LD FIXO";"0,00"
"RWME20CR";"RETROV EXT C/REM GOL/ SAVEIRO G III/ G IV 4pts. LD 99>10";"0,00"
"RWME21CR";"RETROV EXT C/REM GOL/ SAVEIRO G III/ G IV 4pts. LE 99>10";"0,00"
"RWME22CE";"RETROV EXT C/ELETR GOL/ SAVEIRO G III/ G IV 4pts. LD 99>10";"0,00"
"RWME23CE";"RETROV EXT C/ELETR GOL/ SAVEIRO G III/ G IV 4pts. LE 99>10";"0,00"
"RWME24FX";"RETROV EXT C/FIXO GOL/ SAVEIRO G III/ G IV 4pts. LD 99>10";"0,00"
"RWME25FX";"RETROV EXT C/FIXO GOL/ SAVEIRO G III/ G IV 4pts. LE 99>10";"0,00"
"RWNC44";"CAPA RETROV TEXTURIZADA - FOX ANTIGO LD";"0,00"
"RWNC44LI";"CAPA RETROV FOX ANTIGO 03> LISO LD";"0,00"
"RWNC45";"CAPA RETROV TEXTURIZADA - FOX ANTIGO LE";"-1,00"
"RWNC45LI";"CAPA RETROV FOX ANTIGO 03> LISO LE";"0,00"
"RWNC46LI";"CAPA RETROV LISA P/PINTURA - FOX 03> LD";"0,00"
"RWNC47LI";"CAPA RETROV LISA P/PINTURA - FOX 03> LE";"0,00"
"RWNC54";"CAPA RETROV TEXTURIZADA - POLO ANTIGO LD";"0,00"
"RWNC55";"CAPA RETROV TEXTURIZADA - POLO ANTIGO LE";"0,00"
"RWNC56LI";"CAPA RETROV POLO 02> LD LISA";"0,00"
"RWNC57LI";"CAPA RETROV POLO 02> LE LISA";"0,00"
"RWNE14CE";"RETROV EXT C/ELETR FOX LD 2003>2008 C/ TILTDOWN";"9,00"
"RWNE44CR";"RETROV EXT C/REM FOX LD 2003>2008";"0,00"
"RWNE45CR";"RETROV EXT C/REM FOX LE 2003>2008";"0,00"
"RWNE48CE";"RETROV EXT C/ELETR FOX LD 2003>2008";"0,00"
"RWNE49CE";"RETROV EXT C/ELETR FOX LE 2003>2008";"0,00"
"RWNE54CR";"RETROV EXT C/REM POLO HATCH/SEDAN LD 2002>2006";"0,00"
"RWNE55CR";"RETROV EXT C/REM POLO HATCH/SEDAN LE 2002>2006";"0,00"
"RWNE56CE";"RETROV EXT C/ELETR POLO HATCH/SEDAN LD 2002>2006";"0,00"
"RWNE57CE";"RETROV EXT C/ELETR POLO HATCH/SEDAN LE 2002>2006";"0,00"
"RWNM44";"SUBCONJUNTO FOX ANTIGO LD";"0,00"
"RWNM45";"SUBCONJUNTO FOX ANTIGO LE";"43,00"
"RWNM54";"SUBCONJUNTO POLO ANTIGO LD";"0,00"
"RWNM55";"SUBCONJUNTO POLO ANTIGO LE";"0,00"
"RWPE25C";"RETROV EXT  HSKLS 1938 L.D C.E VIDRO DUPLO";"0,00"
"RWPE27C";"RETROV EXT  CAMINHÃO VW LE";"0,00"
"RWPE29C";"SUBCONJUNTO VW CONSTELLATION 06> LD/LE CAPA COMPLETA";"1,00"
"RWPE31C";"RETROV EXT VW LE";"0,00"
"RWPE34CC";"RETROV EXT VW CONSTELLATION 06> - ESPELHO DE RAMPA 315X160MM";"0,00"
"RWQE28CC";"RETROV EXT VW CONSTELLATION 06> LD CONJ COMPL VIDRO INT.EIRICO";"0,00"
"RWQE29CC";"RETROV EXT VW CONSTELLATION 06> LE CONJ COMPL VIDRO INT.EIRICO";"0,00"
"RWQE30CC";"RETROV EXT VW CONSTELLATION 06> LD CONJ COMPL VIDRO DUPLO";"0,00"
"RWQE31CC";"RETROV EXT VW CONSTELLATION 06> LE CONJ COMPL VIDRO DUPLO";"0,00"
"RWQE34CCE";"RETROV EXT VW CONSTELLATION 06> LD CE CONJ COMPL DUPLO";"0,00"
"RWQE35CCE";"RETROV EXT VW CONSTELLATION 06> LE CE CONJ COMPL DUPLO";"0,00"
"RWQE52CC";"RETROV EXT VW 7100/8120/8150 04> LD CONJ COMPL HASTE CURTA";"0,00"
"RWQE52CCSB";"RETROV EXT TITAN LD";"0,00"
"RWQE53C";"RETROV EXT VW 7100/8120/8150 04> LD CONJ PARCIAL HASTE CURTA";"0,00"
"RWQE53CC";"RETROV EXT VW 7100/8120/8150 04> LE CONJUNTO COMPLETO HASTE CURTA";"15,00"
"RWQE53CCSB";"RETROV EXT TITAN LE";"0,00"
"RWQE53CS/B";"RETROV EXT VW 7100/8120/8150 04> LD CONJ PARCIAL HASTE CURTA SEM BRAÇO";"0,00"
"RWQE54CC";"RETROV EXT VW 7100/8120 (HASTE MEDIA) 04> LD CONJUNTO COMPLETO";"0,00"
"RWQE55CC";"RETROV EXT VW 7100/8120 (HASTE MEDIA) 04> LE CONJUNTO COMPLETO";"0,00"
"RWQE56CC";"RETROV EXT VW 7100/8120/8150 04> LD CONJ COMPL HASTE LONGA";"0,00"
"RWQE57CC";"RETROV EXT VW 7100/8120 04> LE CONJUNTO COMPLETO HASTE LONGA";"0,00"
"RWQE74CE";"RETROV EXT C/ELETR POLO HATCH/SEDAN LD 2002>2006 COM TILTDOWN";"0,00"
"RWRC81LI";"CAPA RETROV LISA P/PINTURA - GOLF 07>11 LE";"0,00"
"RWRC81PRI";"CAPA RETROV GOLF 07> LE C/FURO PRIMER";"0,00"
"RWRC82LI";"CAPA RETROV LISA P/PINTURA - GOLF 07>11 LD";"0,00"
"RWRE81CE";"RETROV EXT C/ELETR GOLF 2007>2011 C/PISCA LE";"0,00"
"RWRE82CE";"RETROV EXT C/ELETR GOLF 2007>2011 C/PISCA LD";"0,00"
